R0,beta,attack_rate
0.8,0.307692307692,4.99941612377e-05
0.81,0.311538461538,5.26247354132e-05
0.82,0.315384615385,5.55474687829e-05
0.83,0.319230769231,5.88138862213e-05
0.84,0.323076923077,6.24883825716e-05
0.85,0.326923076923,6.66525075062e-05
0.86,0.330769230769,7.14110835027e-05
0.87,0.334615384615,7.69011408e-05
0.88,0.338461538462,8.33053042133e-05
0.89,0.342307692308,9.08724404577e-05
0.9,0.346153846154,9.99505713055e-05
0.91,0.35,0.000111041334792
0.92,0.353846153846,0.00012489395129
0.93,0.357692307692,0.000142674981249
0.94,0.361538461538,0.000166290454314
0.95,0.365384615385,0.000199028809744
0.96,0.369230769231,0.000246909287711
0.97,0.373076923077,0.000321642445441
0.98,0.376923076923,0.000447391724273
0.99,0.380769230769,0.000676688449851
1.0,0.384615384615,0.001128518042
1.01,0.388461538462,0.00207897858887
1.02,0.392307692308,0.00416709337006
1.03,0.396153846154,0.00879884126813
1.04,0.4,0.0186422920375
1.05,0.403846153846,0.0371766172599
1.06,0.407692307692,0.0653590707064
1.07,0.411538461538,0.0980864155105
1.08,0.415384615385,0.128236738972
1.09,0.419230769231,0.153012832922
1.1,0.423076923077,0.173372693252
1.11,0.426923076923,0.191008315893
1.12,0.430769230769,0.207104535521
1.13,0.434615384615,0.22230488582
1.14,0.438461538462,0.236924408725
1.15,0.442307692308,0.251111481067
1.16,0.446153846154,0.264936444145
1.17,0.45,0.278434580183
1.18,0.453846153846,0.291625746116
1.19,0.457692307692,0.304523041416
1.2,0.461538461538,0.317136552754
1.21,0.465384615385,0.32947494975
1.22,0.469230769231,0.341546160532
1.23,0.473076923077,0.353357658653
1.24,0.476923076923,0.36491658744
1.25,0.480769230769,0.376229816769
1.26,0.484615384615,0.387303971778
1.27,0.488461538462,0.398145449875
1.28,0.492307692308,0.40876043273
1.29,0.496153846154,0.419154896017
1.3,0.5,0.429334618031
1.31,0.503846153846,0.439305187651
1.32,0.507692307692,0.449072011832
1.33,0.511538461538,0.458640322733
1.34,0.515384615385,0.468015184504
1.35,0.519230769231,0.477201499772
1.36,0.523076923077,0.48620401584
1.37,0.526923076923,0.495027330608
1.38,0.530769230769,0.503675898239
1.39,0.534615384615,0.512154034571
1.4,0.538461538462,0.520465922302
1.41,0.542307692308,0.528615615937
1.42,0.546153846154,0.536607046536
1.43,0.55,0.544444026247
1.44,0.553846153846,0.552130252648
1.45,0.557692307692,0.559669312908
1.46,0.561538461538,0.567064687765
1.47,0.565384615385,0.574319755342
1.48,0.569230769231,0.5814377948
1.49,0.573076923077,0.588421989843
1.5,0.576923076923,0.595275432069
1.51,0.580769230769,0.602001124198
1.52,0.584615384615,0.60860198315
1.53,0.588461538462,0.615080843014
1.54,0.592307692308,0.621440457885
1.55,0.596153846154,0.627683504595
1.56,0.6,0.633812585328
1.57,0.603846153846,0.63983023014
1.58,0.607692307692,0.645738899369
1.59,0.611538461538,0.651540985959
1.6,0.615384615385,0.657238817689
1.61,0.619230769231,0.662834659316
1.62,0.623076923077,0.668330714637
1.63,0.626923076923,0.673729128468
1.64,0.630769230769,0.679031988554
1.65,0.634615384615,0.6842413274
1.66,0.638461538462,0.689359124038
1.67,0.642307692308,0.694387305724
1.68,0.646153846154,0.699327749572
1.69,0.65,0.704182284135
1.7,0.653846153846,0.708952690913
1.71,0.657692307692,0.713640705821
1.72,0.661538461538,0.718248020595
1.73,0.665384615385,0.722776284148
1.74,0.669230769231,0.727227103878
1.75,0.673076923077,0.731602046931
1.76,0.676923076923,0.735902641416
1.77,0.680769230769,0.740130377578
1.78,0.684615384615,0.744286708929
1.79,0.688461538462,0.748373053345
1.8,0.692307692308,0.752390794112
1.81,0.696153846154,0.756341280949
1.82,0.7,0.760225830991
1.83,0.703846153846,0.764045729734
1.84,0.707692307692,0.767802231953
1.85,0.711538461538,0.771496562587
1.86,0.715384615385,0.775129917597
1.87,0.719230769231,0.778703464786
1.88,0.723076923077,0.782218344604
1.89,0.726923076923,0.785675670919
1.9,0.730769230769,0.789076531759
1.91,0.734615384615,0.792421990043
1.92,0.738461538462,0.79571308427
1.93,0.742307692308,0.798950829201
1.94,0.746153846154,0.80213621651
1.95,0.75,0.805270215419
1.96,0.753846153846,0.808353773307
1.97,0.757692307692,0.811387816305
1.98,0.761538461538,0.81437324987
1.99,0.765384615385,0.81731095934
2.0,0.769230769231,0.820201810472
2.01,0.773076923077,0.823046649964
2.02,0.776923076923,0.82584630596
2.03,0.780769230769,0.828601588539
2.04,0.784615384615,0.831313290191
2.05,0.788461538462,0.833982186274
2.06,0.792307692308,0.83660903546
2.07,0.796153846154,0.83919458017
2.08,0.8,0.841739546989
2.09,0.803846153846,0.844244647077
2.1,0.807692307692,0.846710576556
2.11,0.811538461538,0.849138016901
2.12,0.815384615385,0.851527635302
2.13,0.819230769231,0.853880085033
2.14,0.823076923077,0.856196005793
2.15,0.826923076923,0.85847602405
2.16,0.830769230769,0.86072075337
2.17,0.834615384615,0.862930794731
2.18,0.838461538462,0.865106736844
2.19,0.842307692308,0.867249156442
2.2,0.846153846154,0.869358618581
2.21,0.85,0.871435676923
2.22,0.853846153846,0.873480874007
2.23,0.857692307692,0.875494741526
2.24,0.861538461538,0.87747780058
2.25,0.865384615385,0.879430561933
2.26,0.869230769231,0.881353526259
2.27,0.873076923077,0.883247184381
2.28,0.876923076923,0.885112017504
2.29,0.880769230769,0.886948497442
2.3,0.884615384615,0.888757086837
2.31,0.888461538462,0.890538239374
2.32,0.892307692308,0.892292399988
2.33,0.896153846154,0.894020005069
2.34,0.9,0.895721482657
2.35,0.903846153846,0.897397252633
2.36,0.907692307692,0.899047726909
2.37,0.911538461538,0.900673309606
2.38,0.915384615385,0.902274397234
2.39,0.919230769231,0.903851378863
2.4,0.923076923077,0.905404636287
2.41,0.926923076923,0.906934544193
2.42,0.930769230769,0.908441470316
2.43,0.934615384615,0.909925775597
2.44,0.938461538462,0.911387814329
2.45,0.942307692308,0.912827934306
2.46,0.946153846154,0.914246476969
2.47,0.95,0.91564377754
2.48,0.953846153846,0.917020165163
2.49,0.957692307692,0.918375963032
2.5,0.961538461538,0.919711488522
2.51,0.965384615385,0.921027053314
2.52,0.969230769231,0.922322963518
2.53,0.973076923077,0.923599519792
2.54,0.976923076923,0.924857017458
2.55,0.980769230769,0.926095746617
2.56,0.984615384615,0.927315992261
2.57,0.988461538462,0.928518034374
2.58,0.992307692308,0.929702148048
2.59,0.996153846154,0.930868603574
2.6,1.0,0.932017666552
2.61,1.00384615385,0.933149597979
2.62,1.00769230769,0.934264654354
2.63,1.01153846154,0.935363087765
2.64,1.01538461538,0.936445145985
2.65,1.01923076923,0.937511072558
2.66,1.02307692308,0.938561106885
2.67,1.02692307692,0.939595484312
2.68,1.03076923077,0.940614436204
2.69,1.03461538462,0.941618190029
2.7,1.03846153846,0.942606969435
2.71,1.04230769231,0.943580994328
2.72,1.04615384615,0.944540480947
2.73,1.05,0.945485641942
2.74,1.05384615385,0.946416686447
2.75,1.05769230769,0.947333820152
2.76,1.06153846154,0.948237245367
2.77,1.06538461538,0.949127161088
2.78,1.06923076923,0.950003763057
2.79,1.07307692308,0.950867243822
2.8,1.07692307692,0.951717792793
2.81,1.08076923077,0.952555596303
2.82,1.08461538462,0.953380837677
2.83,1.08846153846,0.95419369729
2.84,1.09230769231,0.954994352635
2.85,1.09615384615,0.955782978388
2.86,1.1,0.956559746464
2.87,1.10384615385,0.957324826071
2.88,1.10769230769,0.95807838375
2.89,1.11153846154,0.958820583419
2.9,1.11538461538,0.959551586401
2.91,1.11923076923,0.96027155146
2.92,1.12307692308,0.960980634843
2.93,1.12692307692,0.961678990326
2.94,1.13076923077,0.962366769267
2.95,1.13461538462,0.963044120676
2.96,1.13846153846,0.963711191282
2.97,1.14230769231,0.964368125599
2.98,1.14615384615,0.965015065995
2.99,1.15,0.965652152729
3.0,1.15384615385,0.96627952399
3.01,1.15769230769,0.966897315906
3.02,1.16153846154,0.967505662543
3.03,1.16538461538,0.968104695898
3.04,1.16923076923,0.968694545893
3.05,1.17307692308,0.969275340376
3.06,1.17692307692,0.969847205152
3.07,1.18076923077,0.970410264028
3.08,1.18461538462,0.970964638893
3.09,1.18846153846,0.971510449815
3.1,1.19230769231,0.972047815144
3.11,1.19615384615,0.972576851625
3.12,1.2,0.973097674485
3.13,1.20384615385,0.973610397491
3.14,1.20769230769,0.974115132975
3.15,1.21153846154,0.974611991808
3.16,1.21538461538,0.975101083346
3.17,1.21923076923,0.975582515333
3.18,1.22307692308,0.976056393809
3.19,1.22692307692,0.976522823012
3.2,1.23076923077,0.97698190532
3.21,1.23461538462,0.977433741233
3.22,1.23846153846,0.977878429418
3.23,1.24230769231,0.978316066818
3.24,1.24615384615,0.978746748819
3.25,1.25,0.979170569453
3.26,1.25384615385,0.979587621636
3.27,1.25769230769,0.97999799738
3.28,1.26153846154,0.980401787985
3.29,1.26538461538,0.980799084149
3.3,1.26923076923,0.981189976013
3.31,1.27307692308,0.981574553093
3.32,1.27692307692,0.981952904126
3.33,1.28076923077,0.982325116838
3.34,1.28461538462,0.982691277653
3.35,1.28846153846,0.983051471386
3.36,1.29230769231,0.983405780948
3.37,1.29615384615,0.983754287123
3.38,1.3,0.984097068432
3.39,1.30384615385,0.984434201125
3.4,1.30769230769,0.984765759308
3.41,1.31153846154,0.985091815213
3.42,1.31538461538,0.985412439583
3.43,1.31923076923,0.985727702153
3.44,1.32307692308,0.986037672171
3.45,1.32692307692,0.986342418919
3.46,1.33076923077,0.986642012166
3.47,1.33461538462,0.986936522519
3.48,1.33846153846,0.987226021603
3.49,1.34230769231,0.987510582069
3.5,1.34615384615,0.987790277387
3.51,1.35,0.988065181458
3.52,1.35384615385,0.988335368046
3.53,1.35769230769,0.988600910086
3.54,1.36153846154,0.988861878933
3.55,1.36538461538,0.989118343595
3.56,1.36923076923,0.989370370054
3.57,1.37307692308,0.989618020715
3.58,1.37692307692,0.989861354071
3.59,1.38076923077,0.9901004246
3.6,1.38461538462,0.990335282948
3.61,1.38846153846,0.990565976391
3.62,1.39230769231,0.990792549546
3.63,1.39615384615,0.99101504531
3.64,1.4,0.991233505951
3.65,1.40384615385,0.991447974274
3.66,1.40769230769,0.991658494774
3.67,1.41153846154,0.991865114692
3.68,1.41538461538,0.992067884874
3.69,1.41923076923,0.992266860362
3.7,1.42307692308,0.992462100659
3.71,1.42692307692,0.99265366962
3.72,1.43076923077,0.992841634965
3.73,1.43461538462,0.993026067429
3.74,1.43846153846,0.993207039576
3.75,1.44230769231,0.993384624366
3.76,1.44615384615,0.99355889354
3.77,1.45,0.993729915941
3.78,1.45384615385,0.993897755874
3.79,1.45769230769,0.994062471628
3.8,1.46153846154,0.994224114256
3.81,1.46538461538,0.994382726714
3.82,1.46923076923,0.994538343434
3.83,1.47307692308,0.99469099038
3.84,1.47692307692,0.994840685603
3.85,1.48076923077,0.994987440297
3.86,1.48461538462,0.995131260302
3.87,1.48846153846,0.995272147993
3.88,1.49230769231,0.995410104462
3.89,1.49615384615,0.995545131866
3.9,1.5,0.995677235831
3.91,1.50384615385,0.995806427755
3.92,1.50769230769,0.995932726893
3.93,1.51153846154,0.996056162084
3.94,1.51538461538,0.996176773021
3.95,1.51923076923,0.996294610958
3.96,1.52307692308,0.996409738821
3.97,1.52692307692,0.996522230655
3.98,1.53076923077,0.996632170441
3.99,1.53461538462,0.996739650308
4.0,1.53846153846,0.996844768199
4.01,1.54230769231,0.996947625103
4.02,1.54615384615,0.997048321976
4.03,1.55,0.997146956471
4.04,1.55384615385,0.997243619663
4.05,1.55769230769,0.9973383929
4.06,1.56153846154,0.997431344954
4.07,1.56538461538,0.997522529609
4.08,1.56923076923,0.997611983822
4.09,1.57307692308,0.997699726551
