country,location,NhN,NsN,NwN
Argentina,Chaco,0.969491474,0.352795284,0.806340983
Argentina,Mendoza,0.97066972,0.282331103,0.604982234
Argentina,Salta,0.972894461,0.348028188,0.544408739
Argentina,SantaCruz,0.959271785,0.35168947,0.694949578
Argentina,Jujuy,0.971746073,0.354776061,0.707357307
Argentina,SantaFe,0.95277681,0.295832648,0.63114807
Argentina,Cordoba,0.955188824,0.286066581,0.726474083
Argentina,Corrientes,0.969169336,0.340850432,0.552108427
Argentina,SanLuis,0.957008224,0.33072735,0.602301751
Argentina,Catamarca,0.970593071,0.35110687,0.751991464
Argentina,Chubut,0.956571945,0.298849191,0.61498263
Argentina,LaPampa,0.94303746,0.280028576,0.867033235
Argentina,Formosa,0.969576188,0.342714777,0.553929029
Argentina,EntreRios,0.959806488,0.277509747,0.626137467
Argentina,Tucuman,0.976104571,0.317612856,0.494342619
Argentina,Neuquen,0.963386694,0.381058438,0.634063014
Argentina,Misiones,0.969573133,0.331295489,0.568783537
Argentina,Buenos_Aires,0.950352297,0.304744171,0.763073941
Argentina,SanJuan,0.977217962,0.303151163,0.563668059
Argentina,Santiago,0.975478853,0.317630055,0.527280453
Argentina,RioNegro,0.957375779,0.337708127,0.629488196
Argentina,LaRioja,0.971903262,0.365624138,0.629668878
Australia,Australia,0.904375977964,0.253880934291,0.404080502759
Australia,Australian_Capital_Territory,0.906507089008,0.282750414942,0.465564820925
Australia,New_South_Wales,0.906349331949,0.256561336604,0.391090207643
Australia,Northern_Territory,0.918798072256,0.249687226953,0.448207897451
Australia,Queensland,0.910293234764,0.249553653761,0.405145047813
Australia,South_Australia,0.883270436041,0.249020977851,0.388889353762
Australia,Tasmania,0.880105909049,0.239339052251,0.361399659089
Australia,Victoria,0.904399974282,0.260651179827,0.398226605592
Australia,Western_Australia,0.907078012272,0.251599492851,0.427628687136
Brazil,Espirito_Santo,0.976700852,0.320848942,0.399232365
Brazil,Maranhao,0.987150242,0.369710749,0.333361546
Brazil,Rondonia,0.980596574,0.318964073,0.377500669
Brazil,Mato_Grosso_do_Sul,0.973626593,0.317118181,0.383058052
Brazil,Mato_Grosso,0.97649498,0.33448089,0.379183927
Brazil,Acre,0.982038491,0.345308882,0.323869313
Brazil,Paraiba,0.980750459,0.342251142,0.33838623
Brazil,Distrito_Federal,0.974725905,0.381904589,0.381599916
Brazil,Parana,0.975585645,0.315719044,0.396618138
Brazil,Para,0.987365762,0.360477246,0.325492265
Brazil,Rio_Grande_do_Sul,0.965866907,0.293861784,0.418954495
Brazil,Tocantins,0.978394119,0.364124522,0.346685771
Brazil,Rio_Grande_do_Norte,0.98329811,0.357875027,0.31576897
Brazil,Rio_de_Janeiro,0.964662584,0.309228609,0.364047326
Brazil,Pernambuco,0.979449018,0.335567902,0.322489148
Brazil,Bahia,0.976086412,0.361620332,0.337520084
Brazil,Alagoas,0.983221918,0.34384496,0.307924899
Brazil,Minas_Gerais,0.974196315,0.317534797,0.376273896
Brazil,Santa_Catarina,0.977996031,0.326145944,0.418703035
Brazil,Sergipe,0.977800046,0.366652481,0.331386881
Brazil,Ceara,0.984243042,0.372218794,0.339705577
Brazil,Roraima,0.978641719,0.406412528,0.344796283
Brazil,Amazonas,0.987808138,0.339626997,0.29738383
Brazil,Goias,0.971675002,0.329856972,0.385555491
Brazil,Amapa,0.98602691,0.4154371,0.284205182
Brazil,Piaui,0.985032633,0.372231085,0.34861556
Brazil,Sao_Paulo,0.973618536,0.313779925,0.378824151
Canada,Alberta,0.903899320775,0.299101114396,0.494513820037
Canada,British_Columbia,0.884489098329,0.248350290768,0.42978635623
Canada,Manitoba,0.888143823834,0.284823189313,0.456907127386
Canada,New_Brunswick,0.888862891905,0.22057383204,0.432034965339
Canada,Newfoundland_and_Labrador,0.908661258966,0.240726135597,0.397077554626
Canada,Nova_Scotia,0.879998808757,0.244436453802,0.429669231516
Canada,Ontario,0.902682111923,0.291594744338,0.439263796794
Canada,Prince_Edward_Island,0.896511500747,0.282280465133,0.440659060256
Canada,Quebec,0.858407825002,0.221056926936,0.437792750576
Canada,Saskatchewan,0.886440013303,0.262108779715,0.46812010742
Canada,Northwest_Territories,0.915148703423,0.247253015578,0.413122039361
Canada,Nunavut,0.950071326676,0.347218259629,0.289681407513
Canada,Yukon,0.870707673933,0.318512988952,0.475156763213
China,Anhui,0.94661302079,0.180414702885,0.48433384487
China,Beijing,0.899219253927,0.12823199777,0.444730218353
China,China,0.952815509759,0.18169508328,0.490985904397
China,Chongqing,0.917742727534,0.178951289862,0.456133782134
China,Fujian,0.938644574979,0.182380548222,0.481738797884
China,Gansu,0.970577638484,0.21093405218,0.484341787885
China,Guangdong,0.929045204354,0.211734116384,0.473429748592
China,Guangxi,0.956795813748,0.211139506229,0.500632805488
China,Guizhou,0.951694221477,0.230545239141,0.482918014456
China,Hainan,0.949512818721,0.21648699491,0.454310374952
China,Hebei,0.972718598653,0.178234268238,0.499302853853
China,Heilongjiang,0.954507193548,0.152198566573,0.460878370049
China,Henan,0.97057571244,0.203446289478,0.48946827961
China,Hubei,0.960658434388,0.173280381356,0.492963683733
China,Hunan,0.96248086916,0.183665136199,0.494162447296
China,Inner_Mongolia,0.95865292726,0.165887591225,0.479265617003
China,Jiangsu,0.952276567333,0.158315619507,0.472989821363
China,Jiangxi,0.975721834819,0.219393690644,0.446390167267
China,Jilin,0.957078503132,0.149886187838,0.473717568645
China,Liaoning,0.951568891276,0.141948417995,0.451582364322
China,Ningxia,0.961398045743,0.216879956008,0.457771638863
China,Qinghai,0.965532625907,0.212228044545,0.46807102262
China,Shaanxi,0.960721269818,0.188997047261,0.497837091436
China,Shandong,0.962250072074,0.161875286177,0.537300524022
China,Shanghai,0.920190829303,0.118013068964,0.474762964861
China,Shanxi,0.966994311317,0.201641474527,0.433862766814
China,Sichuan,0.940679470461,0.187001167498,0.508160541282
China,Tianjin,0.955261479421,0.141001109485,0.437426637295
China,Tibet,0.964763621073,0.20797621193,0.392458701267
China,Xinjiang,0.944047935038,0.211316575076,0.479302864371
China,Yunnan,0.968466296585,0.215462053879,0.514739954686
China,Zhejiang,0.922609055957,0.153425132737,0.496531986856
Europe,Greece,0.925174316,0.207291728,0.398096519
Europe,Norway,0.832477478,0.284686466,0.447020141
Europe,Romania,0.931433323,0.218952602,0.402668397
Europe,Slovakia,0.880483711,0.234720025,0.508881114
Europe,Spain,0.926368098,0.213530536,0.471594229
Europe,Portugal,0.937258302,0.216679149,0.477405791
Europe,Ireland,0.922929708,0.30282988,0.418895526
Europe,France,0.864078703,0.247741642,0.438953217
Europe,Slovenia,0.91497759,0.222181321,0.468509671
Europe,Netherlands,0.84743613,0.269775095,0.379048234
Europe,Finland,0.819814825,0.255811733,0.442335266
Europe,Austria,0.852372252,0.217345702,0.456513248
Europe,United-Kingdom,0.870647653,0.228531913,0.468703957
Europe,Italy,0.898470436,0.193027122,0.410587849
Europe,Germany,0.826192425,0.216354968,0.449652863
Europe,Lithuania,0.878157234,0.285127317,0.41645229
Europe,Denmark,0.828236203,0.308397271,0.40537431
Europe,Latvia,0.90001559,0.231243193,0.458507013
Europe,Estonia,0.844895779,0.254232105,0.441464301
Europe,Hungary,0.896833692,0.236899455,0.379654785
Europe,Luxembourg,0.87961724,0.249137617,0.443821038
Europe,Bulgaria,0.911366732,0.191342282,0.473930318
Europe,Czech,0.865963951,0.22756947,0.47819063
Europe,Switzerland,0.831934587,0.209679612,0.509935226
Europe,Sweden,0.817278779,0.261696,0.473855065
Europe,Cyprus,0.943335589,0.227917993,0.490238296
India,Uttar_Pradesh,0.994100311686,0.295055684865,0.322428040621
India,Rajasthan,0.994190935193,0.271127168053,0.427054523614
India,Haryana,0.995381999988,0.304314340281,0.331415629125
India,Puducherry,0.990414536537,0.26799084708,0.339063080807
India,West_Bengal,0.991971911702,0.235595003123,0.371133676591
India,Andhra_Pradesh,0.986241249665,0.271297394777,0.455646490209
India,Dadra_and_Nagar_Haveli,0.987534429,0.257033334,0.45075285
India,Arunachal_Pradesh,0.986925325307,0.342392229186,0.404650027894
India,Sikkim,0.98872818603,0.31208591348,0.480840514442
India,Assam,0.993012370595,0.252196442252,0.366042485343
India,Uttarakhand,0.987757466676,0.314154503602,0.371532733276
India,Tamil_Nadu,0.984638643889,0.240252044496,0.448953482051
India,Mizoram,0.989559531214,0.30988067568,0.419950813501
India,Himachal_Pradesh,0.987452139567,0.25928946163,0.505859932066
India,Chandigarh,0.985002581,0.300780987,0.372009491
India,Meghalaya,0.993030965451,0.332108112656,0.378353335882
India,Gujarat,0.992243887501,0.243705304084,0.404935810786
India,Odisha,0.989226116031,0.224171098737,0.408753901736
India,Maharashtra,0.990668856505,0.269146745223,0.433842557592
India,Nct_of_Delhi,0.992563963768,0.291994784686,0.320377567343
India,Lakshadweep,0.98642232,0.267798399,0.273617404
India,Chhattisgarh,0.986353219096,0.270320322967,0.468901611311
India,Manipur,0.996268956,0.317622727129,0.444091659419
India,Bihar,0.995299553458,0.274109254665,0.313714445729
India,Tripura,0.992006988916,0.26504938868,0.392916988387
India,Jammu_and_Kashmir,0.996930774208,0.304378866237,0.333430084727
India,Punjab,0.994487281639,0.257787430686,0.343580023694
India,Goa,0.986673053856,0.276766788383,0.377800509524
India,Madhya_Pradesh,0.990262637748,0.270876990606,0.430285394618
India,Jharkhand,0.994402174219,0.281383341378,0.394349208615
India,Andaman_and_Nicobar_Islands,0.980207021079,0.252611727764,0.391735704805
India,Karnataka,0.990509639324,0.250300005294,0.44301561865
India,Daman_and_Diu,0.979697817211,0.191118587573,0.486099551446
India,Nagaland,0.988141697377,0.32287707156,0.466459312769
India,Kerala,0.990505414266,0.24939967736,0.335931412582
Israel,Israel,0.931346798066,0.336434912745,0.428106969959

Japan,Aichi-ken,0.861035376481,0.176706214577,0.525976035611
Japan,Akita-ken,0.890273440861,0.137750831254,0.506583735254
Japan,Aomori-ken,0.878985040928,0.154387082799,0.516304614212
Japan,Chiba-ken,0.86221259523,0.153449592782,0.526677501392
Japan,Ehime-ken,0.852481213289,0.157034761361,0.497588493734
Japan,Fukui-ken,0.904221630378,0.165208068677,0.541496351983
Japan,Fukuoka-ken,0.834482652914,0.175527348213,0.502817115299
Japan,Fukushima-ken,0.87946811499,0.152805490939,0.523626473079
Japan,Gifu-ken,0.902575989763,0.159362760053,0.526280342755
Japan,Gumma-ken,0.885402385576,0.163652610527,0.523268340424
Japan,Hiroshima-ken,0.849805478038,0.167124202885,0.506936916939
Japan,Hokkaido,0.825311934043,0.152035550227,0.502917437949
Japan,Hyogo-ken,0.860666603297,0.170408785081,0.491627115971
Japan,Ibaraki-ken,0.888472207628,0.159791250744,0.517141255998
Japan,Ishikawa-ken,0.872654477465,0.179048585075,0.525384547387
Japan,Iwate-ken,0.880460313973,0.149855518191,0.524912751656
Japan,Kagawa-ken,0.86792800806,0.163132690613,0.500224474224
Japan,Kagoshima-ken,0.83746090219,0.16221383429,0.495600117498
Japan,Kanagawa-ken,0.842939015879,0.158182492206,0.531149507868
Japan,Kochi-ken,0.834604421847,0.148620348258,0.508419713142
Japan,Kumamoto-ken,0.873829866281,0.16178172728,0.504156579265
Japan,Kyoto-fu,0.827565510363,0.213606060215,0.466408979986
Japan,Mie-ken,0.880725586298,0.152761885885,0.512534011154
Japan,Miyagi-ken,0.85789548788,0.171638890324,0.511074352238
Japan,Miyazaki-ken,0.861341271888,0.163052905464,0.50737957385
Japan,Nagano-ken,0.890437682555,0.149095816306,0.53153925575
Japan,Nagasaki-ken,0.865813678756,0.161672158248,0.491807164344
Japan,Nara-ken,0.897788191696,0.165085090307,0.47052796167
Japan,Niigata-ken,0.896030951399,0.149600954409,0.527336462665
Japan,Oita-ken,0.857073852058,0.16320653945,0.498241448539
Japan,Okayama-ken,0.867202064725,0.171094387572,0.504325397377
Japan,Okinawa-ken,0.870466706727,0.194478782156,0.50286791427
Japan,Osaka-fu,0.830725491289,0.178280640811,0.499828934833
Japan,Saga-ken,0.898878769873,0.170720708937,0.511062197691
Japan,Saitama-ken,0.873505389161,0.155905972288,0.532971117901
Japan,Shiga-ken,0.890473902574,0.181877268089,0.51202764689
Japan,Shimane-ken,0.879607797257,0.150396882537,0.517739719452
Japan,Shizuoka-ken,0.887567395912,0.157859347062,0.52968899505
Japan,Tochigi-ken,0.886391871861,0.161251130301,0.526913446719
Japan,Tokushima-ken,0.865618548646,0.160968227466,0.489631225857
Japan,Tokyo-to,0.762253887982,0.190154445013,0.526799934703
Japan,Tottori-ken,0.885113157743,0.162544354373,0.520864585737
Japan,Toyama-ken,0.901221036735,0.151711743642,0.532187291125
Japan,Wakayama-ken,0.876964837204,0.151678241296,0.498609233496
Japan,Yamagata-ken,0.907757640281,0.149583198874,0.525044383091
Japan,Yamaguchi-ken,0.852990254308,0.155316847431,0.498825753638
Japan,Yamanashi-ken,0.880493833218,0.166127162667,0.528525430693
MexicoC,Tabasco,0.984983176,0.323365448,0.287223138
MexicoC,Nayarit,0.978000028,0.283546512,0.338949509
MexicoC,Tlaxcala,0.988852755,0.305296557,0.306229434
MexicoC,Hidalgo,0.984076715,0.303026724,0.307100621
MexicoC,Morelos,0.980349086,0.293674864,0.312552876
MexicoC,Puebla,0.985247927,0.301719967,0.332385205
MexicoC,Mexico,0.987940773,0.290719579,0.314949314
MexicoC,Chihuahua,0.978686182,0.287844601,0.27219993
MexicoC,Aguascalientes,0.985944293,0.311938082,0.300830745
MexicoC,Mex_Distrito_Federal,0.975980826,0.296915903,0.329423834
MexicoC,Queretaro_Arteaga,0.98555486,0.308946832,0.313156828
MexicoC,Jalisco,0.982612977,0.279541755,0.345716441
MexicoC,Oaxaca,0.982996818,0.300694944,0.268137628
MexicoC,Michoacan_de_Ocampo,0.983633795,0.28651636,0.311125829
MexicoC,Baja_California_Sur,0.975068786,0.304181159,0.315112186
MexicoC,Durango,0.984129496,0.301886085,0.286639705
MexicoC,Sonora,0.979287437,0.295310986,0.322264995
MexicoC,Coahuila_de_Zaragoza,0.983354135,0.298391497,0.304933312
MexicoC,Nuevo_Leon,0.984921479,0.279200878,0.355596306
MexicoC,Guerrero,0.982704192,0.319846646,0.246111305
MexicoC,Baja_California,0.976304596,0.306664698,0.294068903
MexicoC,San_Luis_Potosi,0.983888529,0.305290168,0.328976845
MexicoC,Sinaloa,0.983470839,0.280935183,0.369746491
MexicoC,Quintana_Roo,0.978035112,0.315257029,0.315532598
MexicoC,Zacatecas,0.984326073,0.29580718,0.273903525
MexicoC,Veracruz_de_Ignacio_de_la_Llave,0.980644599,0.27239479,0.276342158
MexicoC,Tamaulipas,0.978686946,0.279889769,0.320631138
MexicoC,Chiapas,0.988636998,0.317946954,0.263800666
MexicoC,Guanajuato,0.98764834,0.29595477,0.316661745
MexicoC,Campeche,0.982529468,0.290347493,0.330334332
MexicoC,Yucatan,0.982022728,0.290261568,0.325263034
MexicoC,Colima,0.976086655,0.284112253,0.343799577
Russia,Adygea,0.911746223846,0.209491720838,0.39646526583
Russia,Altai_Krai,0.893010905101,0.198180375713,0.41672292233
Russia,Altai_Republic,0.905613672325,0.250245498575,0.356189713888
Russia,Amur_Oblast,0.878476385679,0.218181969056,0.437824403885
Russia,Arkhangelsk_Oblast,0.876670641243,0.211674703753,0.458673194821
Russia,Astrakhan_Oblast,0.907847158459,0.211213682357,0.388140833558
Russia,Bashkortostan,0.911961997185,0.231354174383,0.408054300319
Russia,Belgorod_Oblast,0.895094928721,0.20607046744,0.425891910574
Russia,Bryansk_Oblast,0.890976906878,0.201157630486,0.41824011612
Russia,Buryatia,0.926385886924,0.235825231674,0.384362557645
Russia,Chechnya,0.983109615528,0.301648240417,0.176905422936
Russia,Chelyabinsk_Oblast,0.880343198649,0.215652885661,0.454631269165
Russia,Chukotka,0.832246334023,0.246481085766,0.538121478022
Russia,Chuvashia,0.890659104184,0.221675274371,0.412038104461
Russia,Dagestan,0.978187490288,0.293440349975,0.258640020081
Russia,Ingushetia,0.995473632454,0.319911378666,0.146760741795
Russia,Irkutsk_Oblast,0.901853280808,0.219115693225,0.420721624962
Russia,Ivanovo_Oblast,0.852659358059,0.185001594405,0.433671640478
Russia,Jewish_Autonomous_Oblast,0.892889146912,0.20456674023,0.44976605975
Russia,Kabardino_Balkaria,0.960055788232,0.269087757102,0.36163249435
Russia,Kaliningrad_Oblast,0.897265519197,0.199404895292,0.452718015071
Russia,Kalmykia,0.93647839573,0.258106710909,0.380887574439
Russia,Kaluga_Oblast,0.870690134952,0.183541968557,0.447898222564
Russia,Kamchatka_Krai,0.859783455401,0.209549112019,0.477405555483
Russia,Karachay_Cherkessia,0.956667930659,0.255945776145,0.334547418588
Russia,Karelia,0.869413624382,0.203575366539,0.437333097876
Russia,Kemerovo_Oblast,0.887111140165,0.204335782051,0.446391070217
Russia,Khabarovsk_Krai,0.879744178119,0.205490983463,0.473183182434
Russia,Khakassia,0.903940643226,0.214191432575,0.438357067127
Russia,Khanty_Mansi_Autonomous_Okrug,0.922073677578,0.237686359171,0.48113212686
Russia,Kirov_Oblast,0.872231566243,0.191807789918,0.450984545988
Russia,Komi_Republic,0.874923775039,0.227148282257,0.446377579558
Russia,Kostroma_Oblast,0.873661288474,0.194674018703,0.443894032201
Russia,Krasnodar_Krai,0.915231955505,0.206567708615,0.431451685718
Russia,Krasnoyarsk_Krai,0.888140664393,0.206600318358,0.449343004995
Russia,Kurgan_Oblast,0.883487479559,0.19647254147,0.400030753055
Russia,Kursk_Oblast,0.887220074827,0.18867241631,0.392784084433
Russia,Leningrad_Oblast,0.866874379515,0.177290616915,0.480501424644
Russia,Lipetsk_Oblast,0.881042885089,0.192476144044,0.419820319185
Russia,Magadan_Oblast,0.83827572663,0.219142202086,0.531604523283
Russia,Mari_El,0.888032922196,0.212540562479,0.423598143151
Russia,Mordovia,0.887998872145,0.210646709464,0.449773734092
Russia,Moscow_Oblast,0.881585781983,0.194291057002,0.482447237827
Russia,Moscow,0.878718643547,0.209310654946,0.500735020634
Russia,Murmansk_Oblast,0.851180704493,0.202553420843,0.472405313451
Russia,Nenets_Autonomous_Okrug,0.901202570615,0.266886015547,0.455429846841
Russia,Nizhny_Novgorod_Oblast,0.874229423787,0.205609585864,0.471293815747
Russia,North_Ossetia_Alania,0.945224487434,0.26219090475,0.344556016958
Russia,Novgorod_Oblast,0.855448581036,0.186330627937,0.449770534179
Russia,Novosibirsk_Oblast,0.884586217664,0.195755319537,0.442437071913
Russia,Omsk_Oblast,0.899358511323,0.205201989652,0.419770849361
Russia,Orenburg_Oblast,0.897773752715,0.216818333148,0.416841717266
Russia,Oryol_Oblast,0.886986548018,0.199937181406,0.417855685283
Russia,Penza_Oblast,0.885461511358,0.186214395931,0.428554939514
Russia,Perm_Krai,0.882715673993,0.211994794391,0.425978180226
Russia,Primorsky_Krai,0.875698250781,0.19256513686,0.440000251716
Russia,Pskov_Oblast,0.855966338279,0.180355079407,0.436615672697
Russia,Rostov_Oblast,0.901945678146,0.203154885744,0.436239614182
Russia,Russian_Federation,0.891115940126,0.210275090577,0.43605745962
Russia,Ryazan_Oblast,0.866758816859,0.178527322111,0.408465194367
Russia,Sakha,0.914304622905,0.299167894676,0.430029913436
Russia,Sakhalin_Oblast,0.883814902873,0.196195894806,0.481177777547
Russia,Samara_Oblast,0.888948788146,0.195650643392,0.462280565887
Russia,Saratov_Oblast,0.888600616511,0.196657795709,0.432315401036
Russia,Smolensk_Oblast,0.859496878617,0.184267023478,0.450238567477
Russia,St._Petersburg,0.857586448465,0.189093724295,0.458695967737
Russia,Stavropol_Krai,0.919537987823,0.223637370599,0.424043512184
Russia,Sverdlovsk_Oblast,0.878574746063,0.199090263445,0.451856649845
Russia,Tambov_Oblast,0.879210044746,0.18477731335,0.395055410678
Russia,Tatarstan,0.911054246943,0.238851613997,0.461266658561
Russia,Tomsk_Oblast,0.885913815853,0.224791217456,0.440014240659
Russia,Tula_Oblast,0.865570426379,0.180879647484,0.460041598968
Russia,Tuva,0.951494989382,0.316713233389,0.288029693421
Russia,Tver_Oblast,0.854367166699,0.176924908544,0.424101132108
Russia,Tyumen_Oblast,0.895895236875,0.212200483964,0.417667804721
Russia,Udmurtia,0.901815361219,0.228482944928,0.451876306307
Russia,Ulyanovsk_Oblast,0.888883696834,0.184644609462,0.42192582359
Russia,Vladimir_Oblast,0.864715349666,0.184975411875,0.433271889597
Russia,Volgograd_Oblast,0.898182720507,0.204234392127,0.433890377074
Russia,Vologda_Oblast,0.872160635231,0.201874895563,0.44715328498
Russia,Voronezh_Oblast,0.874376908315,0.181170200088,0.403070973893
Russia,Yamalo_Nenets_Autonomous_Okrug,0.926202557044,0.265911929677,0.514675073253
Russia,Yaroslavl_Oblast,0.859914475425,0.196168741895,0.453774660959
Russia,Zabaykalsky_Krai,0.921181426558,0.233271094482,0.391837243265
South_Africa,Eastern_Cape,0.929340018603,0.380459312472,0.318358602027
South_Africa,Free_State,0.925870680317,0.338680727246,0.363478004437
South_Africa,Gauteng,0.895385352521,0.284915550649,0.420093130951
South_Africa,KwaZulu-Natal,0.921659040688,0.353774438201,0.343576818944
South_Africa,Limpopo,0.932017975793,0.404654101525,0.311518209623
South_Africa,Mpumalanga,0.92065408165,0.357637717193,0.352757820431
South_Africa,Northern_Cape,0.93320597342,0.328204943921,0.360376757431
South_Africa,North_West,0.898491156719,0.31756369473,0.369746628781
South_Africa,Western_Cape,0.935190523528,0.289669919399,0.39991486731
South_Africa,South_Africa,0.917788430865,0.33525980093,0.365628293432
United_States,Alabama,0.889395673966,0.262452417264,0.348950853759
United_States,Alaska,0.90366606594,0.284923379071,0.390879607508
United_States,Arizona,0.900478481679,0.269500799377,0.347921809836
United_States,Arkansas,0.890449199548,0.263368167235,0.354138599281
United_States,California,0.919583200764,0.290474691862,0.364673394292
United_States,Colorado,0.887626158444,0.271952827056,0.408903289427
United_States,Connecticut,0.891827094828,0.275747231374,0.40167705315
United_States,Delaware,0.899984708041,0.264478348155,0.387361000016
United_States,District_of_Columbia,0.790344929386,0.242602874094,0.4168793509
United_States,Florida,0.889862899623,0.24592367412,0.356068859437
United_States,Georgia,0.903572100841,0.293299387569,0.36050515556
United_States,Hawaii,0.919567286022,0.25445260542,0.391133300981
United_States,Idaho,0.9103814737,0.285442948531,0.361694349968
United_States,Illinois,0.892417698157,0.283400488931,0.384244040545
United_States,Indiana,0.893160080844,0.274380540128,0.375672374556
United_States,Iowa,0.882025663996,0.266954494932,0.415341578327
United_States,Kansas,0.888410328868,0.283821103293,0.396259739009
United_States,Kentucky,0.887773780347,0.254111424239,0.350698008518
United_States,Louisiana,0.895029097583,0.269364402127,0.359800238428
United_States,Maine,0.876522125401,0.23535233955,0.408907519898
United_States,Maryland,0.900133652977,0.277760757341,0.418839325378
United_States,Massachusetts,0.883894352119,0.266433778244,0.410689982432
United_States,Michigan,0.888153524764,0.275392972746,0.354089866491
United_States,Minnesota,0.886993474095,0.269915333048,0.425787030673
United_States,Mississippi,0.897756525993,0.278481209255,0.328380839225
United_States,Missouri,0.884295611537,0.264967730989,0.382828838295
United_States,Montana,0.87320796276,0.246421261347,0.396667456369
United_States,Nebraska,0.883364547556,0.278548813148,0.421505887999
United_States,Nevada,0.902721089724,0.252500535051,0.377253606623
United_States,New_Hampshire,0.895753539395,0.254065933172,0.431997267693
United_States,New_Jersey,0.905706773779,0.275663465278,0.390354321874
United_States,New_Mexico,0.890431753727,0.276185881218,0.347579990351
United_States,New_York,0.88652037251,0.270543507279,0.380887703223
United_States,North_Carolina,0.891004696959,0.267946786642,0.36122565194
United_States,North_Dakota,0.863530499597,0.241876143613,0.445921629829
United_States,Ohio,0.881745391068,0.268385531702,0.377827952319
United_States,Oklahoma,0.889962962517,0.268553852821,0.368595183923
United_States,Oregon,0.888767745184,0.253666796609,0.370214485268
United_States,Pennsylvania,0.883220005643,0.254717444014,0.38629273299
United_States,Puerto_Rico,0.911188034746,0.281433516519,0.249374399358
United_States,Rhode_Island,0.878549093183,0.254171152052,0.392554772963
United_States,South_Carolina,0.893459379165,0.260304206508,0.356758212711
United_States,South_Dakota,0.878766342165,0.261296960481,0.415617820604
United_States,Tennessee,0.891524548742,0.256068369864,0.359750429026
United_States,Texas,0.911819263042,0.298602245573,0.371288749223
United_States,Utah,0.939540895143,0.328324191245,0.364422366116
United_States,Vermont,0.879883499046,0.246179849951,0.421322324292
United_States,Virginia,0.897516543249,0.267266031196,0.397792264062
United_States,Washington,0.892155613768,0.256867420955,0.385363833972
United_States,West_Virginia,0.879824719244,0.228552981149,0.340489219598
United_States,Wisconsin,0.884030132525,0.265689562527,0.411081670342
United_States,Wyoming,0.884535708096,0.256972012908,0.417177686257